OBJECTID,objectid_old,billboard_tag_no,billboard_owner,billboard_owner_tag_no,system_number,district,route,county_milepost,cumulative_milepost,county,jurisdiction,status,reason,nhs,type,direction_of_travel,number_of_faces,illuminated,changeable,electronic_variable,condition,feet_from_row,zoning,property_owner,property_address,emergency_contact,x,y,excluded_type,inspected,created_user,created_date,last_edited_user,last_edited_date,x1,y1,globalid_1
479,,05069 - Cancelled 1-26-2022,Arena Outdoor,,5767.0,2.0,IR-80,25.8,,Pershing County,County,,,Interstate,Single Face,Westbound,1.0,,No,No,,30.0,,,,,,,Pending,,BSlobe@dot.nv.gov,1578496123000.0,,1645206003000.0,,,{AE6EBC40-CA89-4933-A102-3F19BBFCEB74}
483,,On Premise,Sparks Florist,,,2.0,SR 445,,,Washoe County,,Conforming,,MAP 21,Back to Back,Southbound,2.0,Yes,Yes,Yes,Good,1.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580504281000.0,BSlobe@dot.nv.gov,1580754435000.0,,,{A6FBF181-581A-4CA7-9F1C-06F0CBDEE45D}
484,,On Premise,Reno Sparks Indian Colony,,,2.0,SR 445,,,Washoe County,,Conforming,,MAP 21,Back to Back,Northbound,2.0,,Yes,Yes,Good,3.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580504442000.0,BSlobe@dot.nv.gov,1580754402000.0,,,{4F603E96-591D-452B-B412-0F317EE85831}
485,,On Premise,Greenbrae Commons,,,2.0,SR 445,,,Washoe County,County,Conforming,,MAP 21,Back to Back,Northbound,2.0,No,Yes,Yes,Good,5.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580504531000.0,BSlobe@dot.nv.gov,1580754388000.0,,,{F47912C6-3ABE-4DB2-97FC-4967FA366CF0}
488,,Illegal ,Christy Corp.,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,V-Type,Northbound,2.0,No,No,No,Average,80.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580505436000.0,BSlobe@dot.nv.gov,1580754484000.0,,,{2ACBA374-5AAB-40E3-BFC1-0D89D19F88F0}
496,,Illegal ,Best hay prices,,,2.0,SR 445,,,Washoe County,City,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,,,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580506255000.0,BSlobe@dot.nv.gov,1580754585000.0,,,{D2B67ABF-01CB-45C6-9634-28B8745AB057}
498,,Illegal ,Stonebrook West Realty,,,2.0,SR 445,,,Washoe County,City,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,No,No,No,Average,5.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580506539000.0,BSlobe@dot.nv.gov,1580754606000.0,,,{44A5F652-A51B-48EA-B682-00BC23261EA7}
499,,Illegal,,,,,SR 445,,,Washoe County,City,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Average,4.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580506601000.0,BSlobe@dot.nv.gov,1580754653000.0,,,{A2ECF037-916E-4174-88E9-0F8885B9DCDD}
500,,Illegal ,hciproperty.com,,,2.0,SR 445,,,Washoe County,City,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,No,No,No,Average,4.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580506734000.0,BSlobe@dot.nv.gov,1580754666000.0,,,{D63C3219-E99C-4B59-9C1E-107FCE8CA61D}
501,,Illegal ,Knobblock and sons,,,2.0,SR 445,,,Washoe County,City,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Average,4.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580506812000.0,BSlobe@dot.nv.gov,1580754680000.0,,,{873DDF9D-BC42-445D-899C-2ED391C52988}
502,,Illegal ,Pizza Factory,,,2.0,SR 445,,,Washoe County,City,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Bad,40.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580506978000.0,BSlobe@dot.nv.gov,1580754708000.0,,,{CC19A783-A8F0-414B-8E68-2F1C3E488CE8}
505,,Illegal ,GlamGalsSalon.com,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Single Face,Northbound,3.0,No,No,No,Bad,25.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580507274000.0,BSlobe@dot.nv.gov,1580754739000.0,,,{2DC45FFC-8262-4190-807D-1D3FFD45866D}
509,,Illegal ,BJJRenoTahoe.com,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Single Face,Northbound,1.0,No,No,No,Average,3.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580507595000.0,BSlobe@dot.nv.gov,1580754768000.0,,,{70FA7178-EB0F-486A-9678-0EE9734D2EB1}
510,,Illegal ,Discoveries Preschool Childcare,,,2.0,SR 445,,,Washoe County,,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,No,No,No,Bad,3.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580507739000.0,BSlobe@dot.nv.gov,1580754796000.0,,,{EA5ACD3D-E8C7-4AEE-92E2-1B992784A881}
519,,On Premise,Peppermill,,,2.0,US 395A,,,Washoe County,County,,,MAP 21,V-Type,Southbound,2.0,No,Yes,Yes,Good,10.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580763686000.0,BSlobe@dot.nv.gov,1580763780000.0,,,{D7B6CD3E-E697-4997-B923-48FAE7EB02F6}
529,,Pending,,009501,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Average,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580765504000.0,BSlobe@dot.nv.gov,1580765631000.0,,,{0B480654-3B9B-408D-8276-2BC99AA7B4B3}
539,,Illegal ,MJ20 Tattoo,,,2.0,US 395A,,,Washoe County,City,Non-conforming,,MAP 21,Back to Back,Northbound,2.0,No,No,No,Average,20.0,,,,,,,Illegal,,BSlobe@dot.nv.gov,1580846429000.0,BSlobe@dot.nv.gov,1580846429000.0,,,{A7E36879-94A9-4711-BDF1-24DB06E2091F}
545,,Pending ,OutFront,06911B/06911A,,2.0,US 395A,,,Washoe County,City,,,MAP 21,Back to Back,Northbound,2.0,Yes,No,No,Average,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580849840000.0,BSlobe@dot.nv.gov,1580849840000.0,,,{4C3BE4CF-2BDD-40EA-AF18-16FA7C70CF7D}
547,,Pending ,Lamar,028012,,2.0,US 395A,,,Washoe County,City,,,MAP 21,V-Type,Northbound,2.0,Yes,No,No,Good,20.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580850192000.0,BSlobe@dot.nv.gov,1580850192000.0,,,{4F70C90D-AD9D-452D-AD6B-3E236F19744A}
548,,On Premise ,Suzies ,,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,Yes,No,No,Average,10.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580927073000.0,BSlobe@dot.nv.gov,1580927073000.0,,,{8EEA93F7-5839-4934-B2FB-2E00E47AA121}
551,,Pending ,Lamar ,011171,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Northbound,3.0,Yes,No,No,Good,0.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580927511000.0,BSlobe@dot.nv.gov,1580927511000.0,,,{B3CAEC9E-F664-4B65-A055-01C5088FE150}
552,,On Premise ,Dolan Dodge ,,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Northbound,2.0,No,Yes,Yes,Good,10.0,,,,,,,On Premise,,BSlobe@dot.nv.gov,1580927590000.0,BSlobe@dot.nv.gov,1580927590000.0,,,{F50C2430-3D5E-435D-B46A-2C2C565A379D}
557,,Pending ,Lamar ,004271,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,Back to Back,Southbound,2.0,No,No,No,Average,5.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580928399000.0,BSlobe@dot.nv.gov,1580928399000.0,,,{A28C23B7-9184-484A-B175-0F10735D82CB}
561,,Pending ,Lamar ,027135,,2.0,Kietzke Lane,,,Washoe County,,,,MAP 21,V-Type,Northbound,2.0,Yes,No,No,Good,10.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580929179000.0,BSlobe@dot.nv.gov,1580929908000.0,,,{99A5FBC2-4D2D-459A-B82C-0E3726A5AF85}
563,,Pending ,OutFront,23433A,,2.0,Oddie Boulevard,,,Washoe County,,,,MAP 21,Back to Back,Eastbound,2.0,Yes,No,No,Average,60.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1580931546000.0,BSlobe@dot.nv.gov,1580931546000.0,,,{9ECF1464-C911-418B-AF0E-3246DD4C31D9}
564,,Pending,Clear Channel,000151,,2.0,Fourth Street,,,Washoe County,City,,,MAP 21,Back to Back,Eastbound,2.0,No,No,No,Average,4.0,,,,,,,Map 21,,BSlobe@dot.nv.gov,1581098980000.0,BSlobe@dot.nv.gov,1581098980000.0,,,{B586E170-4FD1-4CD2-882B-3B9EA5E912A5}
578,,05077 - Cancelled 1-26-2022,"Arena Outdoor, Inc",01102,5778.0,2.0,IR-80,24.95,,Pershing County,County,,,Interstate,Single Face,Westbound,1.0,Yes,No,No,,,Other,"Ordination of Heliotropes, LLC",,,,,Pending,,BSlobe@dot.nv.gov,1581358099000.0,,1645205900000.0,,,{4F488E8B-D49E-4384-93B9-33467C2DCEC6}
582,,On Premise,Eldorado Casino,,,2.0,Fourth Street,,,Washoe County,City,,,MAP 21,Single Face,Eastbound,1.0,No,Yes,Yes,Good,,,,,,,,On Premise,,,,,,,,{2F6380C6-AB41-427E-9A3F-2437FACAA5DE}
584,,On Premise ,Eagle Window & Door,,,2.0,Fourth Street,,,Washoe County,,,,MAP 21,Single Face,Eastbound,1.0,Yes,No,No,Bad,,,,,,,,On Premise,,,,,,,,{997E1EA6-FB71-4C8D-BEA7-1596FD64FAE2}
1396,,Tribal ,Lamar ,,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,V-Type,Southbound,2.0,Yes,No,No,Good,,,,,,,,Tribal,,,1603289916000.0,,1603289916000.0,,,{353533B2-21E3-457C-A2E6-0869071C44F5}
1397,,Tribal ,Lamar,,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,V-Type,Northbound,2.0,Yes,No,No,Good,,,,,,,,Tribal,,,1603290061000.0,,1603290061000.0,,,{A7564466-B2BB-47B4-B609-09626175DBFC}
1400,,,Douglas County ,,,2.0,US 395,,,Douglas County,County,,,Interstate Highway,Back to Back,Northbound,2.0,Yes,No,No,Good,,,,,,,,On Premise,,,1603293086000.0,,1603293086000.0,,,{A34B6B69-EE32-46E1-81CC-0C3C8C1F431A}
1404,,On Premise,,,,2.0,US 95A,,,Lyon County,,,,,V-Type,Southbound,4.0,No,,,,,,,,,,,On Premise,,,1603308003000.0,,1603308003000.0,,,{01472A02-328C-4C14-A20C-1879EF64ABC0}
1796,,Excluded ,,,,2.0,US 95,,,Mineral County,County,,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Average,,,,,,,,Tribal,,,1603397444000.0,,1603397444000.0,,,{83156E17-CB83-408D-9F8B-10D3D4FB79CC}
1797,,Excluded ,,,,2.0,US 95,,,Mineral County,County,,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Average,,,,,,,,Tribal,,,1603397623000.0,,1603397623000.0,,,{C0469A43-2277-4ED0-A36C-495CDB4A5A2C}
1799,,,Excluded ,,,2.0,US 95,,,Mineral County,County,,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Average,,,,,,,,Tribal,,,1603397752000.0,,1603397752000.0,,,{D02CE92E-0154-4222-94CD-22F41E0F36B3}
1801,,,Excluded ,,,2.0,US 95,,,Mineral County,County,,,Interstate Highway,Single Face,Northbound,1.0,No,No,No,Average,,,,,,,,Tribal,,,1603397882000.0,,1603397882000.0,,,{96373760-DFDE-44B4-91A0-3C22A1E455B8}
2593,,Per Kennerson on premise for sale sign,Arena Outdoor,,,2.0,IR-80,,,Pershing County,,,Per Kennerson on prem. property for sale,Interstate,Single Face,Westbound,1.0,No,Yes,No,Good,,,,,,,,On Premise,Yes,,1613583066000.0,,1614622683000.0,,,{FACCE23F-1E29-4F1B-AC06-41D75595A049}
2993,,Proposed. ,Jeff Herson,,,2.0,IR-80,,,Washoe County,City,,,Interstate,,,2.0,Yes,No,No,,,Other,,,,,,,,,1632255884000.0,,1632255884000.0,,,{CFF2EF29-6983-44E8-9518-0F2DA3D4E558}
3393,,Illegal,,,,,,,,,,Non-conforming,Illegal,,,,,,,,,,,,,,,,,,,1637007656000.0,,1637007656000.0,,,{9EDAF3CC-31E5-4240-8D1D-0CFDE6BF9696}
4193,,11111,Illegal,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1641502898000.0,,1642030183000.0,,,{8C4C659A-0E93-4F63-B130-2623F44BA1EF}
4194,,22222,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1641504034000.0,,1642030280000.0,,,{53FF5086-2305-445A-A126-1E6243C7FF90}
4198,,Sys#5807 - Removed 1/28/2022,Cresh Management LLC,,5807.0,2.0,US 50,1.92,,Lyon County,County,Non-conforming,Illegal,Interstate,Back to Back,Westbound,2.0,No,No,No,Bad,10.0,Zoned Commercial,Cresh Management LLC,"5 Hwy 341, Moundhouse, NV, 89706",,,,Illegal,,,1641506151000.0,,1643909123000.0,,,{AA3F86F2-9974-4FC5-9AF7-30BF26A66BBF}
4199,,On-Premise,Tahoe Boat Stroage,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,,1641507105000.0,,1642696997000.0,,,{013C37C5-4738-4B08-B4BE-1B1C5C2A6858}
4994,,Sys#5810 - Removed 2/7/2022,,,5810.0,2.0,US 50,5.5,,Lyon County,County,Non-conforming,Illegal,Interstate Highway,Single Face,Eastbound,1.0,No,No,No,Average,,Zoned Commercial,,,,,,Illegal,,,1642196749000.0,,1644353699000.0,,,{1959147D-E545-4876-B73C-3F8B15974695}
5395,,#ccccc,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644274174000.0,,1644274174000.0,,,{F4193568-5D33-4FA6-A70D-440F58154D31}
5396,,#ddddd,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644274587000.0,,1644274587000.0,,,{8B05BC39-8B02-4EE8-AF23-26FFB072AC1D}
5794,,Iron Mountain Estates,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,,1644361602000.0,,1644433189000.0,,,{09D784CB-CDEA-454D-AF2C-06F89749CAF0}
6193,,#kkkkk,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644432138000.0,,1644432138000.0,,,{80EC7F61-8C60-4EDC-8814-3F479CAD7A8C}
6195,,#lllll,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644443238000.0,,1644443238000.0,,,{396EC159-70C6-4A55-8EA2-01C067C30D94}
6199,,Craftsman Homes,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,,1644445226000.0,,1644445226000.0,,,{9387D99C-AFBE-4940-982B-2AE5D1786E3F}
6202,,#qqqqq,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644446283000.0,,1644446283000.0,,,{79DBC606-4E28-488A-A70A-3DB95D810CD1}
6206,,#sssss,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644447783000.0,,1644447783000.0,,,{1E1B870F-22F6-45DC-BD61-0CEAAD9BDBFF}
6213,,Churchill Rancho Estates,,,,,,,,,,,,,,,,,,,,,,,,,,,On Premise,,,1644449413000.0,,1644449413000.0,,,{9EE5E440-F82E-4215-8FD0-34B5E132C98F}
6597,,#AAAAA,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1644536686000.0,,1644536686000.0,,,{B35B94E0-0D97-4104-9501-3D79FDF47063}
6993,,Azzzz,,,,,,,,,,,,,,,,,,,,,,,,,,,Illegal,,,1645825674000.0,,1645825674000.0,,,{45C86EA6-6B86-45C2-B265-10716D2F386A}
7393,12345.0,Fredlund,Fredlund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1648687999000.0,,1648687999000.0,,,{63B95175-0E76-44E3-901F-051E0FDEDAA1}
1,337.0,Pending,Saunders,224,,2.0,SR 648,,,Washoe County,City,,,MAP 21,Back to Back,Eastbound,2.0,Yes,No,,Good,30.0,Zoned Industrial,Champion Family Trust,1681 Glendale Ave. ,,-119.7659645,39.52738568,Map 21,Yes,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1580755023000.0,-119.7659645,39.52738568,{7338C744-992D-4B1F-8DC7-607AE9753274}
4,330.0,Illegal ,The Lamar Companies ,,,2.0,US 395,,,Washoe County,City,Non-conforming,Illegal ,Interstate,Back to Back,Northbound,2.0,No,No,No,Average,20.0,,,,,-119.7867773,39.54522614,Illegal,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574371448000.0,-119.7867773,39.54522614,{9916C262-D425-4259-A703-8A35F16F3BD1}
7,341.0,On Premise,Craftsman Home On Premise?,NA,,2.0,SR 648,,,Washoe County,City,,On Premise??,MAP 21,Back to Back,Westbound,2.0,Yes,,,Average,20.0,Zoned Industrial,Casazza SLV LLC,990 Glendale Ave. ,,-119.7551428,39.52784245,On Premise,Yes,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1580755055000.0,-119.7551428,39.52784245,{7970F3A2-4882-4BA4-9B7A-756937C08F74}
9,343.0,Pending,Lamar,13801,,2.0,SR 648,,,Washoe County,City,,,MAP 21,Back to Back,Westbound,2.0,Yes,No,,Good,30.0,Zoned Industrial,Glendale Nevada Small LLC. ,1750 Glendale Ave. ,,-119.7677703,39.52788323,Map 21,Yes,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1568125778000.0,-119.7677703,39.52788323,{2FCD7CAF-377A-4781-9643-96566F1918C5}
15,317.0,Excluded,,,,2.0,,,,Lyon County,,,,,,,,,,,,,,,,,-119.2492521,39.58959188,Illegal,,TJSmith@dot.nv.gov,1568057172000.0,TJSmith@dot.nv.gov,1568057172000.0,-119.2492521,39.58959188,{28ACFFBE-555C-4024-A7BE-A1D1DCFD83C1}
22,251.0,04079,The Lamar Companies,006312,941.0,2.0,IR-80,19.91,,Washoe County,City,Conforming,,Interstate,V-Type,Eastbound,2.0,Yes,No,No,Good,10.0,Zoned Commercial,Southern Pacific Railroad,,,-119.6963124,39.52475637,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574699978000.0,-119.6963124,39.52475637,{1821CECC-80C6-4338-91ED-989D0EEF7468}
29,80.0,03139,Outfront Media,65806A,305.0,2.0,US 50,1.76,,Lyon County,County,Conforming,,Interstate Highway,Back to Back,Westbound,2.0,Yes,No,No,Good,1.0,Unzoned Commercial,Julios Bunkowski,,,-119.6515465,39.21953764,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574201336000.0,-119.6515465,39.21953764,{F0AF3448-2582-4988-9D48-6EA09B5426A0}
30,318.0,Excluded,,,,2.0,,,,Lyon County,,,,,,,,,,,,,,,,,-119.2499299,39.58948676,Illegal,,TJSmith@dot.nv.gov,1568057172000.0,TJSmith@dot.nv.gov,1568057172000.0,-119.2499299,39.58948676,{8E632EF6-00E8-4F89-8CA2-5AFF55818000}
31,312.0,Tribal,Outfront Media,66139B,695.0,2.0,IR-580,25.12,,Washoe County,City,Conforming,,Interstate,V-Type,Northbound,2.0,Yes,Yes,Yes,Good,10.0,,Joe Carter,,,-119.7833394,39.52776439,Tribal,,TJSmith@dot.nv.gov,1568057172000.0,,1603464962000.0,-119.7833394,39.52776439,{9D82EB1F-A44E-4B68-94E9-8FB8B6D37FB0}
32,179.0,04659,Saunders Outdoor Advertising,214,1502.0,2.0,IR-580,20.28,,Washoe County,City,Conforming,,Interstate,V-Type,Northbound,2.0,Yes,No,No,Good,10.0,Unzoned Commercial,Snider Family Trust,,,-119.7836449,39.46039268,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574460475000.0,-119.7836449,39.46039268,{034E0909-0D81-4A28-8B2C-6A189EA612CC}
37,99.0,04618,,,1461.0,2.0,US 95A N,14.01,,Lyon County,,,,,,,2.0,No,No,,,,Unzoned Commercial,Larry Warden,,,-119.1814744,38.99971719,Other,,TJSmith@dot.nv.gov,1568057172000.0,TJSmith@dot.nv.gov,1568057172000.0,-119.1814744,38.99971719,{7F5BB086-759F-46C8-A1B3-A0C4D7C2BF5F}
43,204.0,03098,Riverhouse Holdings LLC,,286.0,2.0,IR-80,2.08,,Washoe County,County,Conforming,,Interstate,Single Face,Eastbound,2.0,Yes,No,No,Good,30.0,Unzoned Commercial,Moya Lear,"I 80 E, Reno, NV, 89439",,-119.9972436,39.49610694,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573670050000.0,-119.9972436,39.49610694,{2292CE34-BBE4-4EA6-806C-505BBF611DC1}
46,162.0,03260,The Lamar Companies,,356.0,2.0,IR-580,25.64,,Washoe County,City,Conforming,,Interstate,Back to Back,Southbound,2.0,Yes,No,No,Good,,Unzoned Commercial,Joe Arroyo,,,-119.7853644,39.52026329,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574447347000.0,-119.7853644,39.52026329,{554F6004-2545-4EE2-BF3C-889788D3907F}
52,270.0,01316 Removed,Outfront Media,05058A,90.0,2.0,US 395,34.19,,Washoe County,County,Conforming,,Interstate,Single Face,,1.0,Yes,No,No,Good,20.0,Unzoned Commercial,Richard Haskins ,,,-119.8793958,39.61806866,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1637002900000.0,-119.8793958,39.61806866,{80523D55-DFA8-4505-B818-65F37E5DFC71}
58,310.0,Tribal,,,,2.0,,,,,,,,,,,,,,,,,Other,,,,-118.8080806,38.93232367,Tribal,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1572629090000.0,-118.8080806,38.93232367,{AE60D4B3-2592-4565-B617-757A9CC6604A}
60,127.0,03394,"Pershing County Ind Park, LLC",,433.0,2.0,IR 80 E,13.07,,Pershing County,,,,,,,1.0,No,No,,,,Zoned Commercial,Southern Pacific Trans Co,,,-118.5194599,40.12914919,Other,,TJSmith@dot.nv.gov,1568057172000.0,TJSmith@dot.nv.gov,1568057172000.0,-118.5194599,40.12914919,{F963B606-5745-470A-90FB-87EE9962CF64}
64,25.0,04160 - CANCELLED 1-27-2021,Stott Outdoor Advertising,,1022.0,2.0,US 50,15.06,,Churchill County,County,Conforming,,Interstate,Back to Back,Eastbound,2.0,No,No,No,Good,15.0,Unzoned Commercial,Jack Ruppert,,,-118.8788871,39.48748967,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1641853114000.0,-118.8788871,39.48748967,{CC182CFC-7C3B-488D-BCF2-59D3E4AA7682}
65,26.0,04973,KASAM Construction,,1661.0,2.0,US 50,15.11,,Churchill County,County,Conforming,,Interstate,Back to Back,Westbound,2.0,No,No,No,Average,40.0,Unzoned Commercial,Mike Revak,,,-118.8762454,39.48754679,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574708118000.0,-118.8762454,39.48754679,{F2FCC10A-5641-47C7-8DB1-968C7BE245F1}
67,137.0,00953,Ourfront Media,918576,56.0,2.0,IR-80,16.74,,Pershing County,County,Conforming,,Interstate,Single Face,Eastbound,1.0,No,No,No,Average,600.0,Unzoned Commercial,Southern Pacific Trans Co,,,-118.4794956,40.17167764,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574796537000.0,-118.4794956,40.17167764,{9DC5F7C3-6371-4DEC-AB01-8968D81D49AF}
70,265.0,02421,The Lamar Companies,,150.0,2.0,US 395,26.39,,Washoe County,City,Conforming,,Interstate,Stacked,Northbound,2.0,Yes,No,No,Average,,Unzoned Commercial,J E Cavanaugh,,,-119.7833468,39.5452527,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574371562000.0,-119.7833468,39.5452527,{EB7B7228-FAD4-43C0-951E-70EC21481F4D}
72,168.0,03119,The Lamar Companies,012212,298.0,2.0,IR-580,22.39,,Washoe County,City,Conforming,,Interstate,Back to Back,Southbound,2.0,Yes,No,No,Good,,Unzoned Commercial,Fletcher Jones,,,-119.7858366,39.48889907,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574448664000.0,-119.7858366,39.48889907,{06E227A7-DA3F-4E96-89B4-68F2B0AB2314}
73,136.0,04682,Areana Outdoor Inc,,5658.0,2.0,IR-80,14.37,,Pershing County,County,Conforming,,Interstate,Back to Back,Westbound,2.0,Yes,No,No,Average,60.0,Zoned Industrial,Robert Kennerson ,,,-118.5027678,40.14285261,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574803166000.0,-118.5027678,40.14285261,{65DB204A-054F-4E92-9090-5F93C6FAAADA}
77,27.0,04651,The Lamar Companies,,1494.0,2.0,US 50,15.23,,Churchill County,County,Conforming,,Interstate Highway,Back to Back,Westbound,2.0,No,No,No,Good,75.0,Unzoned Commercial,Joann Divig,,,-118.8751849,39.48736024,Other,,TJSmith@dot.nv.gov,1568057172000.0,,1641853071000.0,-118.8751849,39.48736024,{727B6CCF-D1D1-4DAA-9F53-721C4D4474F0}
78,286.0,Tribal,,,,2.0,,,,,,,,,,,,,,,,,Other,,,,-119.3061275,39.61608596,Tribal,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574702197000.0,-119.3061275,39.61608596,{06C39304-9FB3-4EF9-A967-871A3CB83E39}
79,230.0,02416,El Rancho Enterprises,,148.0,2.0,IR-80,14.33,,Washoe County,City,Conforming,,Interstate,Back to Back,Eastbound,2.0,Yes,No,No,Good,125.0,Zoned Commercial,Land Improvement Co. ,,,-119.7980473,39.53613016,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1573676074000.0,-119.7980473,39.53613016,{CAA80B35-B754-4D3D-AE74-5FA57E521E0F}
82,93.0,04176,Yerington Pauite Tribe,,1038.0,2.0,US 95A N,12.87,,Lyon County,,,,,,,2.0,No,No,,,,Unzoned Commercial,Yerington Paiute Tribe,,,-119.1649207,38.99400629,Other,,TJSmith@dot.nv.gov,1568057172000.0,TJSmith@dot.nv.gov,1568057172000.0,-119.1649207,38.99400629,{2156F2E6-3125-41F8-B169-54F6E83399EA}
88,114.0,03284,Areana Outdoor Inc,,368.0,2.0,US 50A,1.82,,Lyon County,County,Conforming,,Interstate Highway,V-Type,Westbound,2.0,No,No,No,Average,5.0,Zoned Commercial,Blair & Associates,,,-119.1949794,39.59845602,Other,,TJSmith@dot.nv.gov,1568057172000.0,jroberts2@dot.nv.gov,1574705090000.0,-119.1949794,39.59845602,{C5248159-A9EB-4630-854F-5AA5318D9C13}
92,11.0,02896,Mini Max Storage,,234.0,2.0,US 50,13.48,,Carson City,City,Conforming,,Interstate Highway,Back to Back,Eastbound,2.0,Yes,No,No,Good,40.0,Unzoned Commercial,Mini-Max Storage,,,-119.7201252,39.18145177,Other,,TJSmith@dot.nv.gov,1568057172000.0,BSlobe@dot.nv.gov,1574270589000.0,-119.7201252,39.18145177,{9ABE3249-AFCF-4E6D-9683-98F7BAE96280}
