OBJECTID_CITY,LVBOARDS_,LVBOARDS_I,LON,LAT,SIGN_TYPE,STREET_NUM,STREET_DIR,STREET_NAM,PARCEL,PARCELOLD,APPLICANT,Pin Color Code,Pin Title ,SIGN_AREA,SIGN_HEIGH,TAG_NUM,APPLY_DATE,NOTES_SUP,NOTES_VAR,NOTES_RQR,NOTES,SIZE_,FIELD_CHEC,FREEWAY,APP_FIN,WARD_CITY,OWNER_MATCH_TYPE,OWNER_MATCH_CONFIDENCE,OWNER_MATCH_NOTES,OBJECTID_1,CALC_ACRES,ASSR_ACRES,LABEL_CLAS,PARCELTYPE,PRCLID,PRCLKEY,PRCLVER,PCLBOOK,PCLSEC,PCLPAGE,PCLSUBD,PCLNO,TAXDIST_SP,FDPHANTOM,FIREMAPNO,CENTRACT,SHAPE_LENG,PRECINCT,COMMISSION,ASSEMBLY,SENATE,CONGRESS,TAZ,AREA,PERIMETER,WARD_PARCEL,CNTY_IS,SHADE,ACRES,SQ_MILES,ZIP,OBJECTID_PARCEL,TAXDIST,OWNER,ADDRESS1,ADDRESS2,ADDRESS3,ADDRESS4,ADDRESS5,NAMETAG,ZIPCODE,COMNAME,STRNO,STRFRAC,STRDIR,STRNAME,STRTYPE,STRCITY,STRUNIT,COMMENT1,COMMENT2,FIXD,SUBTAG,LEGAL1,LEGAL2,LEGAL3,LEGAL4,LEGAL5,LEGAL6,ASSDYR,CONSTYR,DOCDATE,FILLER1,DOCNO,DOCMULTI,DOCVEST,SALEPRICE,SALETYPE,SALEDATE,PORTION,BK1,BK2,SECTNO,TOWNSHIP,RANGE,LANDUSE,CAPACITY,LANDCD1,LANDACRE1,LANDVAL1,LANDCD2,LANDACRE2,LANDVAL2,IMPVAL,PRCD1,PRVAL1,PRCD2,PRVAL2,PRCD3,PRVAL3,EXMPCD,EXMPVAL,LYACRES,LYLNDVAL,LYIMPVAL,LYPPVAL,LYEXCD,LYEXVAL,LY2ACRES,LY2LNDVAL,LY2IMPVAL,LY2PPVAL,LY2EXCD,LY2EXVAL,OWNERNUM,OWNERDEN,ETALFLAG,UPDDATE,LASTUPDATE,LOTSQFT,OLDPARCEL,INACTPCL,INACTREF,FILLER2,PCLBOOK3,PCL5,PCL6,PCL8,OLDBOOK,OLDPCL,OLDPAGE,OLDLOT,OLDFILL,ZIPMAIN,ZIPLUS4,LOCATION,STR,ADBOOK,ADPAGE,ADDR_OWN,ADDRESS,INACTNEWPC,LUCODE,SHAPE_LE_1,Shape__Area,Shape__Length
189,221,12,-115.1317194,36.16750347, ,211,N,Maryland,13935211063,13935211063, ,Green,UK,72,20,0, , , , ,NEVADA,8x16,0,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,250885,0,0,703,0,13935211063,703,703,139,35,2,11,063,203,2426-42,2426,700,20035.3234,4019,D,11,2,1,480,,265026.2317,5,0,113,9805.190745,15.32061054,89101,322923,203,FORTRESS OGDEN II L L C,5215 PONDEROSA WAY # B,LAS VEGAS NV 89118, , , , ,891180000, ,213, ,N,MARYLAND,PKWY,LV, , , ,PB00010007  B6    L13, ,FAIRVIEW TRACT,PLAT BOOK 1 PAGE 7,LOT 13 BLOCK 6, , , ,2027,1964,20150605, ,2.01506E+12, ,NS,132500,R,20130401, , , ,35,20,61,358000,1, ,0,30625, ,0,0,17825, ,0, ,0, ,0, ,0,0,30625,17450,0, ,0,0,0,0,0, ,0,0,0,N,20240617,20240617,0, ,13935211063,0, ,139,13935,139352,13935211,139,139352110,352,110,63,89118,0,000213   N MARYLAND              PKWYL,3520  61,0001,0007,FORTRESS OGDEN II L L C         5215 PONDEROSA WAY # B          LAS VEGAS NV 89118,000213   N MARYLAND              PKWY, ,358,380.0328312,6979.150391,380.0328311615234
190,222,11,-115.1310632,36.16794263, ,1200,E,Stewart,13935211075,13935211075, ,Green,UK,288,40,0, , , , ,DONREY,12x24,0,300, ,5,APN,HIGH,Matched via APN/PARCEL exact join,563738,0,0,703,0,13935211075,703,703,139,35,2,11,075,203,2426-42,2426,700,20035.3234,4547,D,11,2,1,480,,150972.2077,3,0,57,8235.233709,12.86755267,89101,322929,203,SAN MATEO 506 L L C ETAL,PRIVATE REAL ESTATE SERVICE INC,713 W DUERTE RD UNIT G,ARCADIA CA 91007, , , ,910070000, ,1200, , ,STEWART,AVE,LV, , , ,PB00010007  B5    L1, ,FAIRVIEW TRACT,PLAT BOOK 1 PAGE 7,LOT 1 BLOCK 5, , , ,2027,1957,20220621, ,2.02206E+12, ,NS,710000,R,20220601, , , ,35,20,61,355000,1, ,0,28586, ,0,0,61950, ,0, ,0, ,0, ,0,0,28586,61940,0, ,0,0,0,0,0, ,0,0,0,Y,20250213,20250213,0, ,13935211075,0, ,139,13935,139352,13935211,139,139352110,352,110,75,91007,0,001200     STEWART               AVE L,3520  61,0001,0007,SAN MATEO 506 L L C ETAL        PRIVATE REAL ESTATE SERVICE INC 713 W DUERTE RD UNIT G          ARCADIA CA 91007,001200     STEWART               AVE, ,355,376.5419653,6740.259766,376.54196530486837
193,226,23,-115.1536933,36.15443857, ,1401,S,Main,16203210022,16203210022,Clear Channel Outdoor,Red,CC,288,40,0, , , , , ,12x24,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,485891,0,0,703,0,16203210022,703,703,162,03,2,10,022,203,2525-31,2525,1100,17577.33001,5044,E,15,10,4,563,,150972.2077,3,0,57,8235.233709,12.86755267,89104,435778,203,BELAGRASCO ON MAIN L L C,4471 DEAN MARTIN DR UNIT 809,LAS VEGAS NV 89103, , , , ,891030000, ,1401, ,S,MAIN,ST,LV, , , ,PB00010052  B10   L1, ,BOULDER ADD,PLAT BOOK 1 PAGE 52,LOT 1 BLOCK 10,& LOT 2, , ,2027,1955,20211105, ,2.02111E+12, ,NS,2900000,R,20211101, , , ,03,21,61,370000,1, ,0,129976, ,0,0,45774, ,0, ,0, ,0, ,0,0,124068,44985,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16203210022,0, ,162,16203,162032,16203210,162,162032100,032,100,22,89103,0,001401   S MAIN                  ST  L,0321  61,0001,0052,BELAGRASCO ON MAIN L L C        4471 DEAN MARTIN DR UNIT 809    LAS VEGAS NV 89103,001401   S MAIN                  ST, ,370,474.4095949,13676.46484,474.40959487931696
194,227,23,-115.1536295,36.15529878, ,1323,S,Main,16203199057,16203110088,Clear Channel Outdoor,Red,CC,288,40,0, ,U-171-89, ,RQR-12716; RQR-8821;RQR-4271, ,12x24,0,300, ,3,NONE,NONE,No parcel match (ROW/easement/geometry mismatch or missing APN/address),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89104,,203,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,228,22,-115.1538955,36.15628323, ,1238,S,Main,16203110096,16203110096,Clear Channel Outdoor,Red,CC,288,40,0, , , , , ,12x24,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,793106,0,0,703,0,16203110096,703,703,162,03,1,10,096,203,2525-21,2525,1100,17577.33001,5044,E,15,10,4,560,,150972.2077,3,0,57,8235.233709,12.86755267,89104,435666,203,SILVER CLOUD PROPERTIES II L L C,2330 INDUSTRIAL RD,LAS VEGAS NV 89102, , , , ,891020000, ,6, ,W,COLORADO,AVE,LV, , , ,PB00010052PTB2    L16, ,BOULDER ADD,PLAT BOOK 1 PAGE 52,PT LOT 16 BLOCK 2, , , ,2027,1949,20230406, ,2.02304E+12, ,NS,1500000,M,20230401, , , ,03,21,61,370000,1, ,0,63391, ,0,0,25248, ,0, ,0, ,0, ,0,0,60372,24673,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16203110096,0, ,162,16203,162031,16203110,162,162031100,031,100,96,89102,0,000006   W COLORADO              AVE L,0321  61,0001,0052,SILVER CLOUD PROPERTIES II L L C2330 INDUSTRIAL RD              LAS VEGAS NV 89102,000006   W COLORADO              AVE, ,370,300.0003841,5000.011719,300.00038410435735
196,229,26,-115.1548035,36.1567683, ,1215,S,Commerce,16203110120,16203110120,Clear Channel Outdoor,Red,CC,288,40,0, ,U-155-96, ,RQR-19160; RQR-5680; RQR-1102,"Denied, remove by September 3, 2007",12x24,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,734154,0,0,703,0,16203110120,703,703,162,03,1,10,120,203,2525-21,2525,1100,17577.33001,5044,E,15,10,4,560,,150972.2077,3,0,57,8235.233709,12.86755267,89104,435684,203,GIL UTAH L L C,3543 TOBIAS LN,LAS VEGAS NV 89120, , , , ,891200000, ,1217, ,S,COMMERCE,ST,LV, , , ,PB00010052  B2    L5, ,BOULDER ADD,PLAT BOOK 1 PAGE 52,LOT 5 BLOCK 2,& LOT 6, , ,2027,1955,20240207, ,2.02402E+12, ,NS,3337000,M,20240201, , , ,03,21,61,335000,1, ,0,148075, ,0,0,19631, ,0, ,0, ,0, ,0,0,141024,19314,0, ,0,0,0,0,0, ,0,0,0,N,20240208,20240208,0, ,16203110120,0, ,162,16203,162031,16203110,162,162031101,031,101,20,89120,0,001217   S COMMERCE              ST  L,0321  61,0001,0052,GIL UTAH L L C                  3543 TOBIAS LN                  LAS VEGAS NV 89120,001217   S COMMERCE              ST, ,335,520.2410995,16193.70703,520.2410995359677
197,230,22,-115.1534104,36.15813054, ,1117,S,Main,16203110077,16203110007,Clear Channel Outdoor,Red,CC,672,40,0, , , , , ,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,146332,0,0,703,0,16203110077,703,703,162,03,1,10,077,203,2525-11,2525,1100,17577.33001,5044,E,15,10,4,563,,150972.2077,3,0,57,8235.233709,12.86755267,89104,435656,203,L & J INVESTMENT L L C,625 NORTH WEST KNOLL DR,WEST HOLLYWOOD CA 90069, , , , ,900690000, ,1115, ,S,MAIN,ST,LV, , , ,PB00010052  B7    L13, ,BOULDER ADD,PLAT BOOK 1 PAGE 52,LOT 13 BLOCK 7, , , ,2027,1996,20210603, ,2.02106E+12, ,NS,1500000,M,20210601, , , ,03,21,61,370000,1, ,0,79241, ,0,0,36611, ,0, ,0, ,0, ,0,0,75468,36850,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16203110077,0, ,162,16203,162031,16203110,162,162031100,031,100,77,90069,0,001115   S MAIN                  ST  L,0321  61,0001,0052,L & J INVESTMENT L L C          625 NORTH WEST KNOLL DR         WEST HOLLYWOOD CA 90069,001115   S MAIN                  ST, ,370,375.3638276,6703.201172,375.36382761139697
198,231,22,-115.1541611,36.15865985, ,9,W,Charleston,16203110109,16203110109,Clear Channel Outdoor,Red,CC,672,40,0, , , , , ,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,373458,0,0,703,0,16203110109,703,703,162,03,1,10,109,203,2525-11,2525,1100,17577.33001,5044,E,15,10,4,560,,150972.2077,3,0,57,8235.233709,12.86755267,89104,435674,203,J B S ENTERPRISE L L C,10316 POMPEI PL,LAS VEGAS NV 89144-1207, , , , ,891441207, ,9, ,W,CHARLESTON,BLVD,LV, , , ,PB00010052  B1    L7, ,BOULDER ADD,PLAT BOOK 1 PAGE 52,LOT 7 BLOCK 1,& LOT 8, , ,2027,1948,20090526, ,2.00905E+12, ,NS,825000,R,20050301, , , ,03,21,61,240000,1, ,0,60988, ,0,0,32716, ,0, ,0, ,0, ,0,0,58548,32608,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16203110109,0, ,162,16203,162031,16203110,162,162031101,031,101,09,89144,1207,000009   W CHARLESTON            BLVDL,0321  61,0001,0052,J B S ENTERPRISE L L C          10316 POMPEI PL                 LAS VEGAS NV 89144-1207,000009   W CHARLESTON            BLVD, ,240,379.290477,7051.71875,379.2904770395735
199,232,23,-115.1533302,36.15864464, ,1111,S,Main,16203110076,16203110076,Clear Channel Outdoor,Red,CC,672,40,0, , , , , ,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,537133,0,0,703,0,16203110076,703,703,162,03,1,10,076,203,2525-11,2525,1100,17577.33001,5044,E,15,10,4,563,,150972.2077,3,0,57,8235.233709,12.86755267,89104,435655,203,L & J INVESTMENT L L C,625 NORTH WEST KNOLL DR,WEST HOLLYWOOD CA 90069, , , , ,900690000, ,1111, ,S,MAIN,ST,LV, , , ,PB00010052  B7    L1, ,BOULDER ADD,PLAT BOOK 1 PAGE 52,LOT 1 BLOCK 7,& LOT 2, , ,2027,1955,20210603, ,2.02106E+12, ,NS,1500000,M,20210601, , , ,03,21,61,730000,1, ,0,57173, ,0,0,2092, ,0, ,0, ,0, ,0,0,54886,2102,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16203110076,0, ,162,16203,162031,16203110,162,162031100,031,100,76,90069,0,001111   S MAIN                  ST  L,0321  61,0001,0052,L & J INVESTMENT L L C          625 NORTH WEST KNOLL DR         WEST HOLLYWOOD CA 90069,001111   S MAIN                  ST, ,730,378.7576717,6432.611328,378.75767171178853
200,233,40,-115.1539592,36.15902632, ,1065,S,Main,13933811015,13933811015,Clear Channel Outdoor,Red,CC,672,25,0, , , , , ,14x48,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,778454,0,0,703,0,13933811015,703,703,139,33,8,11,015,203,2424-99,2424,7900,18758.08233,4605,D,11,2,4,529,,150972.2077,3,0,57,8235.233709,12.86755267,89101,320619,203,MOLASKY VENTURES LLC,920 S COMMERCE ST,LAS VEGAS NV 89106, , , , ,891060000, ,1088, ,S,MAIN,ST,LV, , , ,PB00010051PTB5, ,SOUTH ADD,PLAT BOOK 1 PAGE 51,PT BLOCK 5, , , ,2027,0,20161103, ,2.01611E+12, ,NS,1448000,R,20161101, , , ,33,20,61,0,0, ,0,80045, ,0,0,0, ,0, ,0, ,0, ,0,0,76843,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13933811015,0, ,139,13933,139338,13933811,139,139338110,338,110,15,89106,0,001088   S MAIN                  ST  L,3320  61,0001,0051,MOLASKY VENTURES LLC            920 S COMMERCE ST               LAS VEGAS NV 89106,001088   S MAIN                  ST, ,0,523.6375757,9209.945313,523.6375757145942
201,234,39,-115.1536926,36.15931212, ,1065,S,Main,13933811015,13933811015,Clear Channel Outdoor,Red,CC,672,40,0, , , , , ,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,778454,0,0,703,0,13933811015,703,703,139,33,8,11,015,203,2424-99,2424,7900,18758.08233,4605,D,11,2,4,529,,150972.2077,3,0,57,8235.233709,12.86755267,89101,320619,203,MOLASKY VENTURES LLC,920 S COMMERCE ST,LAS VEGAS NV 89106, , , , ,891060000, ,1088, ,S,MAIN,ST,LV, , , ,PB00010051PTB5, ,SOUTH ADD,PLAT BOOK 1 PAGE 51,PT BLOCK 5, , , ,2027,0,20161103, ,2.01611E+12, ,NS,1448000,R,20161101, , , ,33,20,61,0,0, ,0,80045, ,0,0,0, ,0, ,0, ,0, ,0,0,76843,0,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13933811015,0, ,139,13933,139338,13933811,139,139338110,338,110,15,89106,0,001088   S MAIN                  ST  L,3320  61,0001,0051,MOLASKY VENTURES LLC            920 S COMMERCE ST               LAS VEGAS NV 89106,001088   S MAIN                  ST, ,0,523.6375757,9209.945313,523.6375757145942
202,235,40,-115.1533345,36.16042382, ,1018, ,Main,13933899024,13933811008,,Green,UK,672,40,0, , , , ,No Case History,14x48,1,300, ,3,NONE,NONE,No parcel match (ROW/easement/geometry mismatch or missing APN/address),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89101,,203,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,237,35,-115.1523558,36.16189866, ,900,S,Main,13933811032,13933811002,Clear Channel Outdoor,Red,CC,288,40,0, , , , , ,12x24,1,300, ,3,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89101,,203,900 SOUTH MAIN L L C,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,210000,,,,402500,,,,200771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000000,,,,,
204,239,40,-115.1513416,36.16275001, ,807,S,Main,13934310081,13934310008,Clear Channel Outdoor,Red,CC,672,40,0, , , , , ,14x48,1,300, ,3,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89101,,203,L S VENTURES L L C,,,,,,,,,808,,S,1ST,ST,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,360000,,,,135379,,,,39869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,000808   S 1ST                   ST,,,,,
205,242,40,-115.1505981,36.16559627, ,0, , ,13934302007,13934302007,Clear Channel Outdoor,Red,CC,672,30,0, , , , , ,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,475105,0,2.3000000000000003,701,0,13934302007,701,701,139,34,3,02,007,203,2425-51,2425,7900,18758.08233,4605,D,11,2,4,529,,150972.2077,3,0,57,8235.233709,12.86755267,89106,320781,203,M B LAND L L C,C/O AMERICAN NEVADA CO,2360 CORPORATE CIR # 330,HENDERSON NV 89074, , , ,890740000, ,5, ,W,BONNEVILLE,AVE,LV, , , ,00000000, ,PT NW4 SW4 SEC 34 20 61, , , , , ,2027,1985,20030221, ,2.00302E+12, ,NS,2864543,M,20011201, , , ,34,20,61,730000,1, ,2,1232563, ,0,0,423, ,0, ,0, ,0, ,0,0,1232563,432,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,13933702002,0, ,139,13934,139343,13934302,139,139343020,343,020,07,89074,0,000005   W BONNEVILLE            AVE L,3420  61,0000,0000,M B LAND L L C                  C/O AMERICAN NEVADA CO          2360 CORPORATE CIR # 330        HENDERSON NV 89074,000005   W BONNEVILLE            AVE, ,730,1399.989159,99975.82813,1399.9891592139213
206,244,13,-115.16437,36.1451477,AA,2330, ,Industrial,16204802007,16204802007,,Green,UK,672,40,456,8/15/1994,U-126-94, ,RQR-34323;RQR-3023, ,14x48,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,352967,0,1.78,701,0,16204802007,701,701,162,04,8,02,007,212,2524-95,2524,1100,17577.33001,5044,E,15,10,4,562,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438563,212,SILVER CLOUD PROPERTIES L L C,C/O C HERSCHMAN,PO BOX  46470,LAS VEGAS NV 89114, , , ,891140000, ,2330, , ,INDUSTRIAL,RD,LV, , , ,00000000, ,PT SW4 SE4 SEC 04 21 61, , , , , ,2027,1963,20180822, ,2.01808E+12, ,NS,0, , , , , ,04,21,61,378000,1, ,2,542759, ,0,0,236280, ,0, ,0, ,0, ,0,0,489840,231377,0, ,0,0,0,0,0, ,0,0,0,N,20250925,20250925,0, ,16204802007,0, ,162,16204,162048,16204802,162,162048020,048,020,07,89114,0,002330     INDUSTRIAL            RD  L,0421  61,0000,0000,SILVER CLOUD PROPERTIES L L C   C/O C HERSCHMAN                 PO BOX  46470                   LAS VEGAS NV 89114,002330     INDUSTRIAL            RD, ,378,1117.642592,77987.42188,1117.6425918495165
207,245,38,-115.1649788,36.14761556, ,2111, ,Western,16204399009,16204801001,Clear Channel Outdoor,Red,CC,288,40,0, ,U-110-97, ,RQR-26303; RQR-1365, , ,1,300, ,3,NONE,NONE,No parcel match (ROW/easement/geometry mismatch or missing APN/address),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89102,,212,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,246,37,-115.1619472,36.14871047, ,1900,S,Industrial,16204704006,16204704006,Clear Channel Outdoor,Red,CC,288,40,1175,11/7/1995,U-103-95, ,RQR-31387;RQR-5443, ,12x24,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,52369,0,1.01,701,0,16204704006,701,701,162,04,7,04,006,212,2524-66,2524,1100,17577.33001,5044,E,15,10,4,562,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438410,212,NINETEEN HUNDRED SOUTH L L C,1900 INDUSTRIAL RD,LAS VEGAS NV 89102, , , , ,891020000, ,1910, , ,INDUSTRIAL,RD,LV, , , ,00000000, ,PT NW4 SE4 SEC 04 21 61, , , , , ,2027,1967,20250108, ,2.02501E+12, ,NS,45000000,M,20250101, , , ,04,21,61,620000,1, ,1,307972, ,0,0,317290, ,0, ,0, ,0, ,0,0,292573,323784,0, ,0,0,0,0,0, ,0,0,0,N,20250320,20250320,0, ,16204704006,0, ,162,16204,162047,16204704,162,162047040,047,040,06,89102,0,001910     INDUSTRIAL            RD  L,0421  61,0000,0000,NINETEEN HUNDRED SOUTH L L C    1900 INDUSTRIAL RD              LAS VEGAS NV 89102,001910     INDUSTRIAL            RD, ,620,1048.142531,44105.14844,1048.1425314802402
209,247,37,-115.1603223,36.15040502, ,1719, ,Industrial,16204705001,16204705001,LAMAR,Orange,LM,288,40,1413,4/8/1996,U-223-90, ,RQR-31931; U-223-90(1), ,12x24,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,173500,0,0.54,701,0,16204705001,701,701,162,04,7,05,001,203,2524-67,2524,1100,17577.33001,5044,E,15,10,4,562,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438413,203,BELL REAL ESTATE L L C,1910 INDUSTRIAL RD,LAS VEGAS NV 89102-4610, , , , ,891024610, ,1719, , ,INDUSTRIAL,RD,LV, ,L-20000929:1021, ,00000000, ,PT NW4 SE4 SEC 04 21 61, , , , , ,2027,1975,20000929, ,2.00009E+12, ,NS,0, , , , , ,04,21,61,370000,1, ,1,172887, ,0,0,117336, ,0, ,0, ,0, ,0,0,156421,115365,0, ,0,0,0,0,0, ,0,0,0,N,20250925,20250925,0, ,16204705001,0, ,162,16204,162047,16204705,162,162047050,047,050,01,89102,4610,001719     INDUSTRIAL            RD  L,0421  61,0000,0000,BELL REAL ESTATE L L C          1910 INDUSTRIAL RD              LAS VEGAS NV 89102-4610,001719     INDUSTRIAL            RD, ,370,722.6265569,24679.10547,722.6265568804541
210,248,31,-115.1594232,36.15185625, ,1607, ,Industrial,16204609010,16204609010,Clear Channel Outdoor,Red,CC,288,30,0, , , , , , ,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,25925,0,1.37,701,0,16204609010,701,701,162,04,6,09,010,203,2524-58,2524,1100,17577.33001,5044,E,15,10,4,562,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438384,203,YELLOWSTONE MOUNTAIN TRUST ETAL,FORTE DUANE & JILL A TRS,6795 S AGILYSYS WAY STE 210,LAS VEGAS NV 89113, , , ,891130000, ,1607, , ,INDUSTRIAL,RD,LV, , , ,PM00430015        L1, ,PARCEL MAP FILE 43 PAGE 15,LOT 1, , , , ,2027,1962,20230612, ,2.02306E+12, ,NS,1666657,A,20230601, , , ,04,21,61,370000,1, ,1,545567, ,0,0,99080, ,0, ,0, ,0, ,0,0,520920,97008,0, ,0,0,0,0,0, ,0,0,0,Y,20231117,20231117,0, ,16204609010,0, ,162,16204,162046,16204609,162,162046090,046,090,10,89113,0,001607     INDUSTRIAL            RD  L,0421  61,0043,0015,YELLOWSTONE MOUNTAIN TRUST ETAL FORTE DUANE & JILL A TRS        6795 S AGILYSYS WAY STE 210     LAS VEGAS NV 89113,001607     INDUSTRIAL            RD, ,370,1028.922786,59156.49023,1028.8791431500258
211,249,36,-115.1603714,36.15234222, ,1600, ,Industrial,16204609001,16204609001,LAMAR,Orange,LM,288,30,1323,2/1/1996,U-144-95, , ,5 yr review has not been done,12x24,1,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,316023,0,0.96,701,0,16204609001,701,701,162,04,6,09,001,212,2524-57,2524,1100,17577.33001,5044,E,15,10,4,562,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438377,212,1700 I R REAL ESTATE L L C,10777 W TWAIN AVE STE 300C FL 3,LAS VEGAS NV 89135, , , , ,891350000, ,1600, , ,INDUSTRIAL,RD,LV, , , ,PM00440015        L1, ,PARCEL MAP FILE 44 PAGE 15,LOT 1, , , , ,2027,2010,20190731, ,2.01907E+12, ,NS,8420000,M,20190701, , , ,04,21,61,370000,1, ,1,402498, ,0,0,43028, ,0, ,0, ,0, ,0,0,384203,43012,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16204609001,0, ,162,16204,162046,16204609,162,162046090,046,090,01,89135,0,001600     INDUSTRIAL            RD  L,0421  61,0044,0015,1700 I R REAL ESTATE L L C      10777 W TWAIN AVE STE 300C FL 3 LAS VEGAS NV 89135,001600     INDUSTRIAL            RD, ,370,821.685485,39381.91211,821.6191576346301
212,250,32,-115.1602225,36.1543114, ,1422,S,Western,16204602007,16204602006, ,Green,UK,288,30,0, , , , ,DONREY,12x24,0,750, ,3,SPATIAL,MEDIUM,Matched via spatial intersect (buffered point),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89102,,212,PURPLE ROCK L L C,,,,,,,,,1412,,,WESTERN,AVE,,,,,,,,,,,,,,,,,,,,130000,,19990101,,,,,,,358000,,,,55341,,,,28521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001412     WESTERN               AVE,,,,,
213,251,31,-115.1587117,36.15256592, ,236,W,Wyoming,16204608011,16204608011,,Green,UK,200,20,0, , , , ,DONREY,10x20,0,300, ,3,APN,HIGH,Matched via APN/PARCEL exact join,193200,0.19,0.18,701,0,16204608011,701,701,162,04,6,08,011,203,2524-48,2524,1100,17577.33001,5044,E,15,10,4,560,,150972.2077,3,0,57,8235.233709,12.86755267,89102,438370,203,REY DE AUTOS TRUST,KABOLI RAMON STEVE TRS,2434 PING DR,HENDERSON NV 89074, , , ,890740000, ,240, ,W,WYOMING,AVE,LV, , , ,00000000, ,PT SE4 NE4 SEC 04 21 61, , , , , ,2027,1963,20191206, ,2.01912E+12, ,NS,215000,R,20000601, , , ,04,21,61,330000,1, ,0,83017, ,0,0,34354, ,0, ,0, ,0, ,0,0,79230,33656,0, ,0,0,0,0,0, ,0,0,0,N,20231117,20231117,0, ,16204608011,0, ,162,16204,162046,16204608,162,162046080,046,080,11,89074,0,000240   W WYOMING               AVE L,0421  61,0000,0000,REY DE AUTOS TRUST              KABOLI RAMON STEVE TRS          2434 PING DR                    HENDERSON NV 89074,000240   W WYOMING               AVE, ,330,364.1664225,8264.861328,364.14583361246883
